pdf_name	page_num	n_annotators	document_type	document_type_agreement	layout_type	layout_type_agreement	functional_category	functional_category_agreement	start_page	start_page_agreement	pdf_id	img_path	text_path	markdown_path	pagexml_path	split
a2478-d0002494-1450558	10	1	Letter about procedure	single	Letter	single	Other	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0010.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0010.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0010.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0010.xml	train
a2478-d0002494-1450558	11	1	Letter about procedure	single	Letter	single	Other	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0011.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0011.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0011.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0011.xml	train
a2478-d0002494-1450558	12	1	Approval notice	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0012.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0012.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0012.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0012.xml	train
a2478-d0002494-1450558	13	1	Approval notice	single	Structured Form	single	Application Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0013.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0013.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0013.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0013.xml	train
a2478-d0002494-1450558	14	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0014.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0014.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0014.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0014.xml	train
a2478-d0002494-1450558	15	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0015.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0015.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0015.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0015.xml	train
a2478-d0002494-1450558	16	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0016.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0016.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0016.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0016.xml	train
a2478-d0002494-1450558	17	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0017.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0017.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0017.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0017.xml	train
a2478-d0002494-1450558	18	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0018.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0018.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0018.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0018.xml	train
a2478-d0002494-1450558	19	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0019.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0019.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0019.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0019.xml	train
a2478-d0002494-1450558	20	1	NAMA agreement	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0020.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0020.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0020.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0020.xml	train
a2478-d0002494-1450558	21	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0021.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0021.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0021.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0021.xml	train
a2478-d0002494-1450558	22	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0022.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0022.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0022.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0022.xml	train
a2478-d0002494-1450558	23	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0023.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0023.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0023.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0023.xml	train
a2478-d0002494-1450558	24	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0024.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0024.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0024.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0024.xml	train
a2478-d0002494-1450558	25	1	D.2	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0025.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0025.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0025.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0025.xml	train
a2478-d0002494-1450558	26	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0026.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0026.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0026.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0026.xml	train
a2478-d0002494-1450558	27	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0027.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0027.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0027.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0027.xml	train
a2478-d0002494-1450558	28	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0028.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0028.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0028.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0028.xml	train
a2478-d0002494-1450558	29	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0029.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0029.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0029.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0029.xml	train
a2478-d0002494-1450558	30	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0030.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0030.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0030.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0030.xml	train
a2478-d0002494-1450558	31	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0031.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0031.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0031.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0031.xml	train
a2478-d0002494-1450558	32	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0032.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0032.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0032.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0032.xml	train
a2478-d0002494-1450558	33	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0033.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0033.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0033.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0033.xml	train
a2478-d0002494-1450558	34	1	Testimonial medical letter (Medical & Health Documents)	single	Letter	single	Medical & Health Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0034.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0034.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0034.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0034.xml	train
a2478-d0002494-1450558	35	1	Other (Structured Form, Medical & Health Documents)	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0035.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0035.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0035.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0035.xml	train
a2478-d0002494-1450558	36	1	Report of selection and medical officers	single	Structured Form	single	Decision Documents	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0036.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0036.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0036.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0036.xml	train
a2478-d0002494-1450558	37	1	Report of selection and medical officers	single	Structured Form	single	Decision Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0037.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0037.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0037.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0037.xml	train
a2478-d0002494-1450558	38	1	Report of selection and medical officers	single	Structured Form	single	Decision Documents	single	no	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0038.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0038.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0038.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0038.xml	train
a2478-d0002494-1450558	39	1	Photo	single	Photo	single	Other	single	yes	single	a2478-d0002494-1450558	data/image-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0039.png	data/text-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0039.txt	data/markdown-per-page/a2478-d0002494-1450558/a2478-d0002494-1450558_page_0039.markdown.md	data/pagexml-per-page/a2478-d0002494-1450558/page/page_0039.xml	train
a2478-d0000135-1196953	1	1	NAA cover	single	Cover	single	Other	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0001.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0001.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0001.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0001.xml	val
a2478-d0000135-1196953	2	1	Photo	single	Photo	single	Other	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0002.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0002.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0002.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0002.xml	val
a2478-d0000135-1196953	3	1	Photo	single	Photo	single	Other	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0003.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0003.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0003.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0003.xml	val
a2478-d0000135-1196953	4	1	Photo	single	Photo	single	Other	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0004.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0004.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0004.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0004.xml	val
a2478-d0000135-1196953	5	1	Photo	single	Photo	single	Other	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0005.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0005.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0005.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0005.xml	val
a2478-d0000135-1196953	6	1	Photo	single	Photo	single	Other	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0006.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0006.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0006.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0006.xml	val
a2478-d0000135-1196953	7	1	Photo	single	Photo	single	Other	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0007.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0007.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0007.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0007.xml	val
a2478-d0000135-1196953	8	1	Approval notice	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0008.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0008.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0008.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0008.xml	val
a2478-d0000135-1196953	9	1	Approval notice	single	Structured Form	single	Application Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0009.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0009.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0009.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0009.xml	val
a2478-d0000135-1196953	10	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0010.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0010.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0010.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0010.xml	val
a2478-d0000135-1196953	11	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0011.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0011.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0011.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0011.xml	val
a2478-d0000135-1196953	12	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0012.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0012.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0012.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0012.xml	val
a2478-d0000135-1196953	13	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0013.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0013.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0013.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0013.xml	val
a2478-d0000135-1196953	14	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0014.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0014.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0014.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0014.xml	val
a2478-d0000135-1196953	15	1	DM.1	single	Structured Form	single	Medical & Health Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0015.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0015.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0015.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0015.xml	val
a2478-d0000135-1196953	16	1	NAMA agreement	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0016.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0016.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0016.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0016.xml	val
a2478-d0000135-1196953	17	1	Judicial and political background check	single	Structured Form	single	Security & Political Screening Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0017.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0017.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0017.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0017.xml	val
a2478-d0000135-1196953	18	1	Judicial and political background check	single	Structured Form	single	Security & Political Screening Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0018.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0018.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0018.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0018.xml	val
a2478-d0000135-1196953	19	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0019.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0019.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0019.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0019.xml	val
a2478-d0000135-1196953	20	1	Registration card	single	Card (Index Card)	single	Administrative & Internal Processing Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0020.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0020.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0020.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0020.xml	val
a2478-d0000135-1196953	21	1	D.2	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0021.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0021.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0021.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0021.xml	val
a2478-d0000135-1196953	22	1	D.1	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0022.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0022.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0022.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0022.xml	val
a2478-d0000135-1196953	23	1	D.1	single	Structured Form	single	Application Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0023.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0023.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0023.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0023.xml	val
a2478-d0000135-1196953	24	1	D.1	single	Structured Form	single	Application Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0024.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0024.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0024.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0024.xml	val
a2478-d0000135-1196953	25	1	D.1	single	Structured Form	single	Application Documents	single	no	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0025.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0025.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0025.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0025.xml	val
a2478-d0000135-1196953	26	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0026.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0026.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0026.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0026.xml	val
a2478-d0000135-1196953	27	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0027.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0027.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0027.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0027.xml	val
a2478-d0000135-1196953	28	1	Testimonial labour (Qualification & Employment Proof)	single	Letter	single	Qualification & Employment Proof	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0028.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0028.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0028.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0028.xml	val
a2478-d0000135-1196953	29	1	Testimonial medical letter (Medical & Health Documents)	single	Letter	single	Medical & Health Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0029.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0029.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0029.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0029.xml	val
a2478-d0000135-1196953	30	1	Testimonial medical letter (Medical & Health Documents)	single	Letter	single	Medical & Health Documents	single	yes	single	a2478-d0000135-1196953	data/image-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0030.png	data/text-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0030.txt	data/markdown-per-page/a2478-d0000135-1196953/a2478-d0000135-1196953_page_0030.markdown.md	data/pagexml-per-page/a2478-d0000135-1196953/page/page_0030.xml	val
